POSTAL_CODE,CITY,PROVINCE_ABBR,TIME_ZONE,LATITUDE,LONGITUDE
B3A 1T5,DARTMOUTH,NS,4,44.681999,-63.592588
B3A 1T9,DARTMOUTH,NS,4,44.670962,-63.570511
B3A 1V8,DARTMOUTH,NS,4,44.67433,-63.575825
B3A 1W6,DARTMOUTH,NS,4,44.677618,-63.581078
B3A 1Y6,DARTMOUTH,NS,4,44.674068,-63.567355
B3A 1Z1,DARTMOUTH,NS,4,44.674361,-63.565707
B3A 2A6,DARTMOUTH,NS,4,44.677932,-63.5793
B3A 2A7,DARTMOUTH,NS,4,44.677495,-63.57855
B3A 2C2,DARTMOUTH,NS,4,44.68042,-63.575235
B3A 2C3,DARTMOUTH,NS,4,44.680294,-63.5750395
B3A 2E6,DARTMOUTH,NS,4,44.680938,-63.575808
B3A 2H3,DARTMOUTH,NS,4,44.683875,-63.572969
B3A 2J8,DARTMOUTH,NS,4,44.685377,-63.583543
B3A 2K5,DARTMOUTH,NS,4,44.6858695,-63.5790935
B3A 2L3,DARTMOUTH,NS,4,44.674896,-63.563871
B3A 2L4,DARTMOUTH,NS,4,44.674913,-63.563838
B3A 2L8,DARTMOUTH,NS,4,44.677732,-63.563781
B3A 2M4,DARTMOUTH,NS,4,44.67769,-63.565744
B3A 2M6,DARTMOUTH,NS,4,44.679757,-63.566817
B3A 2P2,DARTMOUTH,NS,4,44.681641,-63.567659
B3A 2P3,DARTMOUTH,NS,4,44.681688,-63.566266
B3A 2R5,DARTMOUTH,NS,4,44.682799,-63.55825
B3A 2S4,DARTMOUTH,NS,4,44.670595,-63.569521
B3A 2V6,DARTMOUTH,NS,4,44.672648,-63.570064
B3A 2X4,DARTMOUTH,NS,4,44.67321,-63.570959
B3A 2X8,DARTMOUTH,NS,4,44.673669,-63.571685
B3A 2Y6,DARTMOUTH,NS,4,44.673944,-63.574802
B3A 2Y7,DARTMOUTH,NS,4,44.674274,-63.5744135
B3A 2Z4,DARTMOUTH,NS,4,44.673979,-63.577395
B3A 3A5,DARTMOUTH,NS,4,44.670469,-63.579058
B3A 3B2,DARTMOUTH,NS,4,44.669936,-63.583275
B3A 3B3,DARTMOUTH,NS,4,44.671656,-63.581411
B3A 3E4,DARTMOUTH,NS,4,44.673398,-63.587797
B3A 3G4,DARTMOUTH,NS,4,44.675114,-63.587543
B3A 3H1,DARTMOUTH,NS,4,44.6744755,-63.580037
B3A 3J1,DARTMOUTH,NS,4,44.676813,-63.579067
B3A 3J3,DARTMOUTH,NS,4,44.677533,-63.578168
B3A 3K4,DARTMOUTH,NS,4,44.681499,-63.574749
B3A 3L1,DARTMOUTH,NS,4,44.680467,-63.57744
B3A 3L3,DARTMOUTH,NS,4,44.675089,-63.585287
B3A 3M4,DARTMOUTH,NS,4,44.680995,-63.578247
B3A 3M6,DARTMOUTH,NS,4,44.6760575,-63.5854995
B3A 3M8,DARTMOUTH,NS,4,44.6770645,-63.5841355
B3A 3N1,DARTMOUTH,NS,4,44.67798,-63.5829805
B3A 3N3,DARTMOUTH,NS,4,44.678598,-63.582286
B3A 3N8,DARTMOUTH,NS,4,44.6765895,-63.5862665
B3A 3T6,DARTMOUTH,NS,4,44.680069,-63.567685
B3A 3T8,DARTMOUTH,NS,4,44.680855,-63.566656
B3A 3W1,DARTMOUTH,NS,4,44.681316,-63.572283
B3A 3W2,DARTMOUTH,NS,4,44.681138,-63.57248
B3A 3Z9,DARTMOUTH,NS,4,44.678186,-63.587459
B3A 4B1,DARTMOUTH,NS,4,44.67492,-63.592508
B3A 4B3,DARTMOUTH,NS,4,44.680152,-63.586863
B3A 4B7,DARTMOUTH,NS,4,44.677166,-63.591828
B3A 4C8,DARTMOUTH,NS,4,44.6863891,-63.5811881
B3A 4E2,DARTMOUTH,NS,4,44.687045,-63.581253
B3A 4G5,DARTMOUTH,NS,4,44.686088,-63.583956
B3A 4H8,DARTMOUTH,NS,4,44.679584,-63.594843
B3A 4J1,DARTMOUTH,NS,4,44.680384,-63.5945256
B3A 4J8,DARTMOUTH,NS,4,44.681379,-63.59631
B3A 4K9,DARTMOUTH,NS,4,44.67096,-63.579325
B3A 4L4,DARTMOUTH,NS,4,44.68377,-63.559888
B3A 4L7,DARTMOUTH,NS,4,44.685989,-63.561792
B3A 4M5,DARTMOUTH,NS,4,44.684662,-63.603196
B3A 4M7,DARTMOUTH,NS,4,44.684915,-63.566636
B3A 4N2,DARTMOUTH,NS,4,44.683914,-63.567501
B3A 4N6,DARTMOUTH,NS,4,44.6822173,-63.569127
B3A 4N7,DARTMOUTH,NS,4,44.68691,-63.583186
B3A 4N9,DARTMOUTH,NS,4,44.667504,-63.57938
B3A 4R7,DARTMOUTH,NS,4,44.667587,-63.564626
B3A 4R8,DARTMOUTH,NS,4,44.6883073,-63.5879234
B3A 4S1,DARTMOUTH,NS,4,44.68518,-63.589782
B3A 4S3,DARTMOUTH,NS,4,44.6879652,-63.5887891
B3A 4S4,DARTMOUTH,NS,4,44.689637,-63.585786
B3A 4V7,DARTMOUTH,NS,4,44.6873577,-63.5870819
B3A 4V8,DARTMOUTH,NS,4,44.691579,-63.58216
B3A 4W1,DARTMOUTH,NS,4,44.689982,-63.585286
B3A 4W3,DARTMOUTH,NS,4,44.691238,-63.583752
B3A 4W4,DARTMOUTH,NS,4,44.691589,-63.581751
B3A 4X5,DARTMOUTH,NS,4,44.689534,-63.560509
B3A 4X8,DARTMOUTH,NS,4,44.690989,-63.570801
B3A 4Y4,DARTMOUTH,NS,4,44.690061,-63.570147
B3B 0C3,DARTMOUTH,NS,4,44.7091,-63.591479
B3B 0C5,DARTMOUTH,NS,4,44.7091,-63.591479
B3B 0C7,DARTMOUTH,NS,4,44.7091,-63.591479
B3B 0E7,DARTMOUTH,NS,4,44.705108,-63.5918779
B3B 0G5,DARTMOUTH,NS,4,44.6963486,-63.5803473
B3B 0H2,DARTMOUTH,NS,4,44.7130746,-63.583964
B3B 0K1,DARTMOUTH,NS,4,44.703204,-63.595248
B3B 1A3,DARTMOUTH,NS,4,44.689062,-63.61069
B3B 1A5,DARTMOUTH,NS,4,44.689164,-63.610157
B3B 1B2,DARTMOUTH,NS,4,44.687894,-63.599204
B3B 1C3,DARTMOUTH,NS,4,44.694027,-63.615139
B3B 1E2,DARTMOUTH,NS,4,44.705689,-63.602457
B3B 1E7,DARTMOUTH,NS,4,44.692701,-63.613505
B3B 1J2,DARTMOUTH,NS,4,44.706181,-63.603896
B3B 1K4,DARTMOUTH,NS,4,44.687829,-63.598851
B3B 1L7,DARTMOUTH,NS,4,44.711038,-63.626674
B3B 1L9,DARTMOUTH,NS,4,44.711782,-63.600214
B3B 1N3,DARTMOUTH,NS,4,44.706327,-63.592554
B3B 1N9,DARTMOUTH,NS,4,44.715275,-63.603065
B3B 1P1,DARTMOUTH,NS,4,44.710737,-63.599504
B3B 1S8,DARTMOUTH,NS,4,44.700833,-63.588536
B3B 1S9,DARTMOUTH,NS,4,44.69463,-63.583229
B3B 1T1,DARTMOUTH,NS,4,44.698158,-63.585279
B3B 1T4,DARTMOUTH,NS,4,44.70609,-63.59236
B3B 1X2,DARTMOUTH,NS,4,44.710189,-63.595848
B3B 2B6,DARTMOUTH,NS,4,44.6955653,-63.5789189
B3B 2C4,DARTMOUTH,NS,4,44.70032,-63.579551
B3B 2C6,DARTMOUTH,NS,4,44.695685,-63.575137
B3B 2E5,DARTMOUTH,NS,4,44.697049,-63.593981
B3B 2E6,DARTMOUTH,NS,4,44.714988,-63.579899
B3E 0A1,PORTERS LAKE,NS,4,44.7376637,-63.3309664
B3E 0B2,PORTERS LAKE,NS,4,44.7300425,-63.3532554
B3E 0C1,PORTERS LAKE,NS,4,44.737772,-63.330816
B3E 0C5,PORTERS LAKE,NS,4,44.737772,-63.330816
B3E 0C6,PORTERS LAKE,NS,4,44.755513,-63.292575
B3E 0E2,PORTERS LAKE,NS,4,44.68041,-63.658467
B3E 0E8,PORTERS LAKE,NS,4,44.7432463,-63.3375297
B3E 1B3,LAKE ECHO,NS,4,44.7352566,-63.388796
B3E 1B5,LAKE ECHO,NS,4,44.746095,-63.380937
B3E 1B9,LAKE ECHO,NS,4,44.74511,-63.381675
B3E 1C2,LAKE ECHO,NS,4,44.74511,-63.381675
B3E 1C4,LAKE ECHO,NS,4,44.7447057,-63.3828587
B3E 1C8,LAKE ECHO,NS,4,44.7397035,-63.3809712
B3E 1E6,PORTERS LAKE,NS,4,44.7391934,-63.3321655
B3E 1G6,PORTERS LAKE,NS,4,44.750073,-63.323735
B3E 1J1,PORTERS LAKE,NS,4,44.7536347,-63.2976097
B3E 1J6,PORTERS LAKE,NS,4,44.7475667,-63.2997225
B3E 1K1,PORTERS LAKE,NS,4,44.685917,-63.208776
B3E 1K8,MIDDLE PORTERS LAKE,NS,4,44.618114,-63.497039
B3E 1L2,WEST PORTERS LAKE,NS,4,44.618117,-63.497039
B3E 1N3,LAKE ECHO,NS,4,44.7221142,-63.3998739
B3G 0A3,EASTERN PASSAGE,NS,4,44.6116777,-63.4686098
B3G 0G7,Eastern Passage,NS,4,44.6142454,-63.4772936
B3G 0H3,COW BAY,NS,4,44.6244044,-63.4476592
B3G 0H4,COW BAY,NS,4,44.6306089,-63.434396
B3G 1B8,EASTERN PASSAGE,NS,4,44.6131806,-63.4832166
B3G 1C4,EASTERN PASSAGE,NS,4,44.60992,-63.4804595
B3G 1C6,EASTERN PASSAGE,NS,4,44.6111,-63.474203
B3G 1C7,EASTERN PASSAGE,NS,4,44.614579,-63.473965
B3G 1E3,EASTERN PASSAGE,NS,4,44.6166259,-63.4781122
B3G 1E8,EASTERN PASSAGE,NS,4,44.608006,-63.484544
B3G 1H2,EASTERN PASSAGE,NS,4,44.6040717,-63.4700535
B3G 1J2,EASTERN PASSAGE,NS,4,44.606078,-63.468411
B3G 1K9,COW BAY,NS,4,44.6302313,-63.4205592
B3G 1P9,EASTERN PASSAGE,NS,4,44.6196924,-63.4560013
B3G 1R9,EASTERN PASSAGE,NS,4,44.5981767,-63.4584608
B3G 1S6,EASTERN PASSAGE,NS,4,44.59829,-63.4561004
B3G 1T2,EASTERN PASSAGE,NS,4,44.6127147,-63.4653721
B3G 1T3,EASTERN PASSAGE,NS,4,44.6131181,-63.464684
B3H 0A6,HALIFAX,NS,4,44.634881,-63.5788066
B3H 0A9,HALIFAX,NS,4,44.634881,-63.5788066
B3H 0C1,HALIFAX,NS,4,44.651766,-63.583773
B3H 1B6,HALIFAX,NS,4,44.626927,-63.571933
B3H 1B7,HALIFAX,NS,4,44.626132,-63.574603
B3H 1C3,HALIFAX,NS,4,44.627993,-63.572272
B3H 1C5,HALIFAX,NS,4,44.626836,-63.575315
B3H 1G2,HALIFAX,NS,4,44.630017,-63.57759
B3H 1G9,HALIFAX,NS,4,44.632385,-63.575084
B3H 1H2,HALIFAX,NS,4,44.631758,-63.577519
B3H 1H4,HALIFAX,NS,4,44.630518,-63.582904
B3H 1H8,HALIFAX,NS,4,44.630115,-63.584506
B3H 1K1,HALIFAX,NS,4,44.634827,-63.574306
B3H 1L3,HALIFAX,NS,4,44.63235,-63.584345
B3H 1M7,HALIFAX,NS,4,44.63631,-63.574799
B3H 1M8,HALIFAX,NS,4,44.636194,-63.575257
B3H 1N2,HALIFAX,NS,4,44.635721,-63.577149
B3H 1N4,HALIFAX,NS,4,44.633357,-63.587013
B3H 1N6,HALIFAX,NS,4,44.637839,-63.569878
B3H 1R7,HALIFAX,NS,4,44.635531,-63.584643
B3H 1S6,HALIFAX,NS,4,44.637403,-63.581065
B3H 1S9,HALIFAX,NS,4,44.636222,-63.585942
B3H 1T1,HALIFAX,NS,4,44.636159,-63.58619
B3H 1V1,HALIFAX,NS,4,44.633998,-63.595738
B3H 1X6,HALIFAX,NS,4,44.639743,-63.584646
B3H 1Z7,HALIFAX,NS,4,44.639169,-63.590452
B3H 2A2,HALIFAX,NS,4,44.638664,-63.592383
B3H 2B1,HALIFAX,NS,4,44.639259,-63.59381
B3H 2B7,HALIFAX,NS,4,44.64049,-63.592197
B3H 2C1,HALIFAX,NS,4,44.642161,-63.588783
B3H 2C3,HALIFAX,NS,4,44.640343,-63.595466
B3H 2E1,HALIFAX,NS,4,44.644087,-63.586355
B3H 2E4,HALIFAX,NS,4,44.643491,-63.588692
B3H 2E7,HALIFAX,NS,4,44.642862,-63.5910085
B3H 2G4,HALIFAX,NS,4,44.641719,-63.595028
B3H 2H2,HALIFAX,NS,4,44.640524,-63.599442
B3H 2H3,HALIFAX,NS,4,44.6404225,-63.599822
B3H 2J3,HALIFAX,NS,4,44.644453,-63.589171
B3H 2L3,HALIFAX,NS,4,44.642664,-63.599686
B3H 2M3,HALIFAX,NS,4,44.639858,-63.608486
B3H 2N3,HALIFAX,NS,4,44.644719,-63.594064
B3H 2N9,HALIFAX,NS,4,44.645768,-63.593088
B3H 2P2,HALIFAX,NS,4,44.644507,-63.597625
B3H 2P3,HALIFAX,NS,4,44.644506,-63.597628
B3H 2P5,HALIFAX,NS,4,44.644179,-63.598739
B3H 2R2,HALIFAX,NS,4,44.637975,-63.569765
B3H 2R4,HALIFAX,NS,4,44.640003,-63.570361
B4A 1W1,BEDFORD,NS,4,44.72752,-63.6690755
B4A 1Y2,BEDFORD,NS,4,44.730226,-63.671458
B4A 1Y6,BEDFORD,NS,4,44.728718,-63.669701
B4A 2A1,BEDFORD,NS,4,44.72901,-63.666115
B4A 2A9,BEDFORD,NS,4,44.731035,-63.66332
B4A 2C4,BEDFORD,NS,4,44.718756,-63.673848
B4A 2E2,BEDFORD,NS,4,44.728691,-63.661421
B4A 2E8,BEDFORD,NS,4,44.71991,-63.655296
B4A 2G6,BEDFORD,NS,4,44.728283,-63.661071
B4A 2G7,BEDFORD,NS,4,44.730221,-63.657277
B4A 2H5,BEDFORD,NS,4,44.726214,-63.657811
B4A 2K3,BEDFORD,NS,4,44.727962,-63.649911
B4A 2M6,BEDFORD,NS,4,44.731078,-63.655629
B4A 2N4,BEDFORD,NS,4,44.731892,-63.651424
B4A 2N8,BEDFORD,NS,4,44.734382,-63.6516
B4A 2R2,BEDFORD,NS,4,44.73422,-63.651788
B4A 2R7,BEDFORD,NS,4,44.736107,-63.65304
B4A 2S7,BEDFORD,NS,4,44.73724,-63.65282
B4A 2W5,BEDFORD,NS,4,44.748438,-63.636543
B4A 2W6,BEDFORD,NS,4,44.736131,-63.64965
B4A 2Y3,BEDFORD,NS,4,44.719364,-63.676887
B4A 2Z3,BEDFORD,NS,4,44.740288,-63.649165
B4A 3B2,BEDFORD,NS,4,44.723198,-63.64989
B4A 3B6,BEDFORD,NS,4,44.723323,-63.648945
B4A 3C8,BEDFORD,NS,4,44.728315,-63.675513
B4A 3E2,BEDFORD,NS,4,44.725323,-63.647593
B4A 3J6,BEDFORD,NS,4,44.721125,-63.679382
B4A 3K1,BEDFORD,NS,4,44.720015,-63.680747
B4A 3K2,BEDFORD,NS,4,44.720665,-63.681026
B4A 3N3,BEDFORD,NS,4,44.729872,-63.675783
B4A 3S5,BEDFORD,NS,4,44.733249,-63.645027
B4A 3S6,BEDFORD,NS,4,44.733116,-63.644386
B4A 3T2,BEDFORD,NS,4,44.721229,-63.682544
B4A 3V5,BEDFORD,NS,4,44.722651,-63.679365
B4A 3W8,BEDFORD,NS,4,44.713137,-63.68815
B4A 3Y3,BEDFORD,NS,4,44.710599,-63.687248
B4A 3Z3,BEDFORD,NS,4,44.735563,-63.645648
B4A 4A2,BEDFORD,NS,4,44.712525,-63.680436
B4A 4C5,BEDFORD,NS,4,44.708172,-63.681167
B4A 4C8,BEDFORD,NS,4,44.721061,-63.687969
B4A 4E7,BEDFORD,NS,4,44.74208,-63.653228
B4A 4J5,BEDFORD,NS,4,44.737763,-63.655619
B4B 0A8,HAMMONDS PLAINS,NS,4,44.734087,-63.800164
B4B 0C5,HAMMONDS PLAINS,NS,4,44.7429978,-63.7525521
B4B 0C9,HAMMONDS PLAINS,NS,4,44.7464709,-63.7540518
B4B 0E5,HAMMONDS PLAINS,NS,4,44.7611446,-63.7745543
B4B 0G7,BEDFORD,NS,4,44.72553,-63.765781
B4B 0H6,BEDFORD,NS,4,44.7545444,-63.7717011
B4B 0J6,BEDFORD,NS,4,44.72553,-63.7657809
B4B 0J7,BEDFORD,NS,4,44.72553,-63.7657809
B4B 0L1,BEDFORD,NS,4,44.7545444,-63.7717011
B4B 0L9,BEDFORD,NS,4,44.734231,-63.748855
B4B 0M3,BEDFORD,NS,4,44.7545444,-63.7717011
B4B 0M4,BEDFORD,NS,4,44.7545444,-63.7717011
B4B 0R9,BEDFORD,NS,4,44.753484,-63.794699
B4B 0S2,HAMMONDS PLAINS,NS,4,44.753013,-63.794316
B4B 0S5,BEDFORD,NS,4,44.752187,-63.793931
B4B 0V1,BEDFORD,NS,4,44.752712,-63.794197
B4B 0V4,BEDFORD,NS,4,44.7220247,-63.7067696
B4B 0W2,BEDFORD,NS,4,44.752158,-63.794344
B4B 0W7,HAMMONDS PLAINS,NS,4,44.877319,-63.694083
B4B 0X2,BEDFORD,NS,4,44.7160055,-63.7096176
B4B 0X5,BEDFORD,NS,4,44.707439,-63.703269
B4B 0X6,BEDFORD,NS,4,44.707439,-63.703269
B4B 0Y8,UPPER HAMMONDS PLAINS,NS,4,44.7434303,-63.7668977
B4B 0Z1,BEDFORD,NS,4,44.7160627,-63.7094003
B4B 0Z8,BEDFORD,NS,4,44.7246629,-63.6908522
B4B 0Z9,BEDFORD,NS,4,44.7246629,-63.6908522
B4B 1A2,BEDFORD,NS,4,44.725112,-63.691524
B4B 1C5,BEDFORD,NS,4,44.7236,-63.713757
B4B 1E7,HAMMONDS PLAINS,NS,4,44.724429,-63.741377
B4B 1G1,HAMMONDS PLAINS,NS,4,44.724525,-63.741066
B4B 1G9,BEDFORD,NS,4,44.723246,-63.709533
B4B 1J8,HAMMONDS PLAINS,NS,4,44.721096,-63.737034
B4B 1K1,HAMMONDS PLAINS,NS,4,44.718374,-63.74035
B4B 1K2,HAMMONDS PLAINS,NS,4,44.719237,-63.743087
B4B 1K5,BEDFORD,NS,4,44.723583,-63.710104
B4B 1K7,HAMMONDS PLAINS,NS,4,44.7251999,-63.7446413
B4B 1L2,HAMMONDS PLAINS,NS,4,44.7101406,-63.7529812
B4B 1L3,HAMMONDS PLAINS,NS,4,44.704971,-63.751038
B4B 1L5,BEDFORD,NS,4,44.7158737,-63.7113952
B4B 1N2,HAMMONDS PLAINS,NS,4,44.7457172,-63.7900519
B4B 1N5,HAMMONDS PLAINS,NS,4,44.741198,-63.800894
B4B 1R5,HAMMONDS PLAINS,NS,4,44.747902,-63.74235
B4B 1S3,HAMMONDS PLAINS,NS,4,44.7295337,-63.751057
B4B 1S9,HAMMONDS PLAINS,NS,4,44.710984,-63.7270356
B4B 1T3,HAMMONDS PLAINS,NS,4,44.7490841,-63.794424
B4B 1V6,HAMMONDS PLAINS,NS,4,44.759466,-63.7903
B4B 1X4,HAMMONDS PLAINS,NS,4,44.7689129,-63.7752214
B4B 1X5,HAMMONDS PLAINS,NS,4,44.755144,-63.737227
B4B 1Z7,HAMMONDS PLAINS,NS,4,44.702118,-63.726676
B4B 2A4,HAMMONDS PLAINS,NS,4,44.7740959,-63.7661249
B4B 2B5,HAMMONDS PLAINS,NS,4,44.734087,-63.800164
B4B 2B8,HAMMONDS PLAINS,NS,4,44.734087,-63.800164
B4B 2B9,HAMMONDS PLAINS,NS,4,44.722405,-63.779618
B4B 2C3,HAMMONDS PLAINS,NS,4,44.722405,-63.779618
B4B 2E2,BEDFORD,NS,4,44.7092932,-63.7057026
B4B 2E3,BEDFORD,NS,4,44.7092932,-63.7057026
B4B 2E6,BEDFORD,NS,4,44.7078571,-63.704372
B4C 0A3,LOWER SACKVILLE,NS,4,44.7693589,-63.696947
B4C 0C2,LOWER SACKVILLE,NS,4,44.7600103,-63.6625948
B4C 0C8,LAKEVIEW,NS,4,44.790716,-63.691774
B4C 0E3,LOWER SACKVILLE,NS,4,44.7866035,-63.6866739
B4C 0E5,LOWER SACKVILLE,NS,4,44.7764162,-63.6960586
B4C 0E6,LOWER SACKVILLE,NS,4,44.7763767,-63.6775544
B4C 1A6,LOWER SACKVILLE,NS,4,44.7770787,-63.6833035
B4C 1A7,LOWER SACKVILLE,NS,4,44.7764773,-63.6836608
B4C 1B1,LOWER SACKVILLE,NS,4,44.7738514,-63.6856589
B4C 1B6,LOWER SACKVILLE,NS,4,44.7725021,-63.6867439
B4C 1C9,LOWER SACKVILLE,NS,4,44.7734266,-63.6808975
B4C 1J1,LOWER SACKVILLE,NS,4,44.7685963,-63.6833301
B4C 1K7,LOWER SACKVILLE,NS,4,44.7692086,-63.6749814
B4C 1M2,LOWER SACKVILLE,NS,4,44.767256,-63.678759
B4C 1M4,LOWER SACKVILLE,NS,4,44.768185,-63.67813
B4C 1N1,LOWER SACKVILLE,NS,4,44.7658581,-63.6757339
B4C 1N6,LOWER SACKVILLE,NS,4,44.765881,-63.6756691
B4C 1T6,LOWER SACKVILLE,NS,4,44.7638564,-63.663892
B4C 1V2,LOWER SACKVILLE,NS,4,44.7636973,-63.6646328
B4C 1V8,LOWER SACKVILLE,NS,4,44.7582898,-63.6610999
B4C 1X1,LOWER SACKVILLE,NS,4,44.757957,-63.666025
B4C 1Z4,LOWER SACKVILLE,NS,4,44.7623402,-63.6577773
B4C 1Z6,LOWER SACKVILLE,NS,4,44.7621337,-63.6593239
B4C 2B9,LOWER SACKVILLE,NS,4,44.7799784,-63.6690139
B4C 2C1,LOWER SACKVILLE,NS,4,44.7801536,-63.6690409
B4C 2E2,LOWER SACKVILLE,NS,4,44.7832719,-63.6758196
B4C 2G7,LOWER SACKVILLE,NS,4,44.7824725,-63.6779771
B4C 2H1,LOWER SACKVILLE,NS,4,44.7798755,-63.6771901
B4C 2H6,LOWER SACKVILLE,NS,4,44.7776513,-63.6766582
B4C 2K4,LOWER SACKVILLE,NS,4,44.7638488,-63.6888713
B4C 2K5,LOWER SACKVILLE,NS,4,44.7536005,-63.6708327
B4C 2K6,LOWER SACKVILLE,NS,4,44.7583354,-63.6806656
B4C 2L9,LOWER SACKVILLE,NS,4,44.763944,-63.681646
B4C 2M1,LOWER SACKVILLE,NS,4,44.7629774,-63.6702795
B4C 2M5,LOWER SACKVILLE,NS,4,44.7668847,-63.6759653
B4C 2S1,LOWER SACKVILLE,NS,4,44.7643662,-63.6768595
B4C 2V3,LOWER SACKVILLE,NS,4,44.784991,-63.6788754
B4C 2X1,LOWER SACKVILLE,NS,4,44.764131,-63.7021851
B4C 2Z1,LOWER SACKVILLE,NS,4,44.7777962,-63.6651092
B4C 2Z4,LOWER SACKVILLE,NS,4,44.7778027,-63.6651059
B4C 3E5,LOWER SACKVILLE,NS,4,44.7836393,-63.6781648
B4C 3E7,LOWER SACKVILLE,NS,4,44.7712664,-63.676156
B4C 3G4,DARTMOUTH,NS,4,44.766615,-63.686586
B4C 3G9,LOWER SACKVILLE,NS,4,44.7798103,-63.6822969
B4C 3H2,LOWER SACKVILLE,NS,4,44.7712587,-63.6761553
B4C 3J2,LOWER SACKVILLE,NS,4,44.7574374,-63.6871758
B4C 3P2,LOWER SACKVILLE,NS,4,44.759633,-63.659618
B4C 3P7,LOWER SACKVILLE,NS,4,44.761244,-63.681739
B4C 3P8,LOWER SACKVILLE,NS,4,44.759862,-63.679854
B4C 3W1,LOWER SACKVILLE,NS,4,44.7596469,-63.6744278
B4C 3W6,LOWER SACKVILLE,NS,4,44.7817881,-63.6863225
B4C 3W9,LOWER SACKVILLE,NS,4,44.7632266,-63.6895837
B4C 3Y7,LOWER SACKVILLE,NS,4,44.7653039,-63.6489039
B4C 3Y8,LOWER SACKVILLE,NS,4,44.781563,-63.668266
B4C 3Z6,LOWER SACKVILLE,NS,4,44.7771497,-63.6751909
B4C 3Z8,LOWER SACKVILLE,NS,4,44.7891069,-63.6876219
B4C 4A5,LOWER SACKVILLE,NS,4,44.7903823,-63.6885101
B4C 4A8,LOWER SACKVILLE,NS,4,44.788503,-63.6861989
B4C 4B8,LOWER SACKVILLE,NS,4,44.7876954,-63.6833533
B4C 4E7,LOWER SACKVILLE,NS,4,44.765076,-63.650658
B4C 4G3,LOWER SACKVILLE,NS,4,44.7570489,-63.6566363
B4E 0B9,MIDDLE SACKVILLE,NS,4,44.81056,-63.723635
B4E 0C9,MIDDLE SACKVILLE,NS,4,44.81364,-63.7291906
B4E 0E9,MIDDLE SACKVILLE,NS,4,44.81364,-63.7291906
B4E 0G4,MIDDLE SACKVILLE,NS,4,44.81364,-63.7291906
B4E 0G5,MIDDLE SACKVILLE,NS,4,44.81364,-63.7291906
B4E 0J3,MIDDLE SACKVILLE,NS,4,44.81056,-63.7236349
B4E 0J8,LOWER SACKVILLE,NS,4,44.81056,-63.7236349
B4E 0L7,MIDDLE SACKVILLE,NS,4,44.79013,-63.701881
B4E 0L8,MIDDLE SACKVILLE,NS,4,44.79013,-63.701881
B4E 0M1,MIDDLE SACKVILLE,NS,4,44.79013,-63.701881
B4E 0M6,BEAVER BANK,NS,4,44.790502,-63.708252
B4E 0M9,MIDDLE SACKVILLE,NS,4,44.793443,-63.711997
B4E 0N2,MIDDLE SACKVILLE,NS,4,44.789638,-63.708792
B4E 0P4,MIDDLE SACKVILLE,NS,4,44.7798282,-63.7468642
B4E 0R1,MIDDLE SACKVILLE,NS,4,44.790342,-63.711907
B4E 0R6,MIDDLE SACKVILLE,NS,4,44.790342,-63.711907
B4E 0T3,MIDDLE SACKVILLE,NS,4,44.7961745,-63.7309236
B4E 0T4,MIDDLE SACKVILLE,NS,4,44.8074842,-63.7204016
B4E 1A9,LOWER SACKVILLE,NS,4,44.7770659,-63.6955228
B4E 1B9,MIDDLE SACKVILLE,NS,4,44.7852362,-63.700021
B4E 1C1,MIDDLE SACKVILLE,NS,4,44.7854307,-63.6994369
B4E 1G5,LOWER SACKVILLE,NS,4,44.7779914,-63.6948182
B4E 1H6,LOWER SACKVILLE,NS,4,44.7764957,-63.692569
B4E 1J1,MIDDLE SACKVILLE,NS,4,44.7815815,-63.7044347
B4E 1J3,LOWER SACKVILLE,NS,4,44.7712271,-63.6899032
B4E 1K4,BEAVER BANK,NS,4,44.8023897,-63.6882039
B4E 1M4,BEAVER BANK,NS,4,44.801425,-63.685724
B4E 1N6,BEAVER BANK,NS,4,44.8034218,-63.6865379
B4E 1P1,BEAVER BANK,NS,4,44.8027742,-63.6809363
B4E 1P4,BEAVER BANK,NS,4,44.7989529,-63.683758
B4E 1S1,LOWER SACKVILLE,NS,4,44.7747288,-63.6939057
B4E 1S5,MIDDLE SACKVILLE,NS,4,44.7813814,-63.7006032
B4E 1V7,MIDDLE SACKVILLE,NS,4,44.7853982,-63.7012749
B4E 1X2,LOWER SACKVILLE,NS,4,44.7815898,-63.6952529
B4E 2E3,MIDDLE SACKVILLE,NS,4,44.789992,-63.7052753
B4E 2E5,MIDDLE SACKVILLE,NS,4,44.7862565,-63.7026518
B4E 2G8,LOWER SACKVILLE,NS,4,44.7839631,-63.6946146
B4E 2J1,LOWER SACKVILLE,NS,4,44.7715952,-63.7024332
B4E 2J7,LOWER SACKVILLE,NS,4,44.7732441,-63.7026759
B4E 2K2,LOWER SACKVILLE,NS,4,44.7706865,-63.6984889
B4E 2K3,MIDDLE SACKVILLE,NS,4,44.7862033,-63.7020861
B4E 2L1,MIDDLE SACKVILLE,NS,4,44.7887597,-63.7003101
B4E 2N3,BEAVER BANK,NS,4,44.7969411,-63.6853245
B4E 2N9,LOWER SACKVILLE,NS,4,44.770986,-63.693601
B4E 2R3,LOWER SACKVILLE,NS,4,44.7824987,-63.6916301
B2T 0M3,FALL RIVER,NS,4,44.8587331,-63.5895997
